epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,2004.54,1.31963,2.47471,1.62452,0.17197,0.17442,0.12916,0.0754,1.89306,3.38419,2.09713,0.0006634,0.0006634,0.0006634
19,2108.46,1.31742,2.45586,1.61557,0.28039,0.22184,0.15847,0.10393,1.83426,3.23793,2.07134,0.0006436,0.0006436,0.0006436
20,2214.22,1.34342,2.43885,1.66666,0.38509,0.20915,0.17025,0.1209,1.86276,3.25421,2.10384,0.0006238,0.0006238,0.0006238
21,2318.39,1.29588,2.43626,1.59907,0.30023,0.19848,0.18416,0.1349,1.82815,3.3491,2.06082,0.000604,0.000604,0.000604
22,2423.28,1.30526,2.34233,1.6053,0.34813,0.18413,0.16138,0.10541,1.77036,3.52892,2.05352,0.0005842,0.0005842,0.0005842
23,2527.86,1.25544,2.36447,1.55971,0.24403,0.1782,0.14959,0.10085,1.81948,3.32025,2.06924,0.0005644,0.0005644,0.0005644
24,2631.68,1.3084,2.35558,1.58937,0.35112,0.19712,0.17167,0.11569,1.79421,3.14895,2.07214,0.0005446,0.0005446,0.0005446
25,2735.82,1.26388,2.3305,1.57694,0.252,0.26354,0.16181,0.11395,1.86383,3.20384,2.13725,0.0005248,0.0005248,0.0005248
26,2841.06,1.21512,2.19649,1.57656,0.22419,0.28498,0.15478,0.11168,1.82926,3.22956,2.05044,0.000505,0.000505,0.000505
27,2944.58,1.2607,2.28217,1.56761,0.26435,0.22587,0.15361,0.11597,1.76756,3.18372,1.99908,0.0004852,0.0004852,0.0004852
28,3048.69,1.16335,2.13868,1.49452,0.27216,0.23508,0.1505,0.10566,1.82439,3.28991,2.04701,0.0004654,0.0004654,0.0004654
29,3152.78,1.19945,2.16591,1.53222,0.1732,0.25839,0.14401,0.10203,1.87978,3.85255,2.12345,0.0004456,0.0004456,0.0004456
30,3257.58,1.21749,2.18509,1.52961,0.32814,0.22452,0.16566,0.11124,1.77561,3.09191,2.00488,0.0004258,0.0004258,0.0004258
31,3363.31,1.22918,2.19132,1.54541,0.28278,0.26377,0.18439,0.13027,1.74109,3.13811,2.00091,0.000406,0.000406,0.000406
32,3467.42,1.192,2.11322,1.52204,0.3234,0.17832,0.16432,0.11462,1.76823,3.10495,2.00082,0.0003862,0.0003862,0.0003862
33,3571.46,1.16618,2.08931,1.48306,0.309,0.26111,0.1768,0.12483,1.78597,3.06044,2.01607,0.0003664,0.0003664,0.0003664
34,3675.9,1.21532,2.09727,1.50912,0.24725,0.27497,0.22198,0.16069,1.8913,3.33343,2.14562,0.0003466,0.0003466,0.0003466
35,3781.3,1.14809,2.03094,1.49166,0.42918,0.21805,0.20946,0.15267,1.84098,3.19622,2.06961,0.0003268,0.0003268,0.0003268
36,3886.31,1.10564,1.9785,1.45383,0.2342,0.24539,0.15536,0.11261,1.81838,3.19681,2.09276,0.000307,0.000307,0.000307
37,3989.99,1.14284,1.98099,1.45981,0.22614,0.19195,0.16004,0.11478,1.81723,3.14701,2.08651,0.0002872,0.0002872,0.0002872
38,4095.13,1.08431,1.97159,1.4544,0.2986,0.222,0.16981,0.12199,1.82653,3.17245,2.10787,0.0002674,0.0002674,0.0002674
39,4199.34,1.14791,1.93772,1.45731,0.29007,0.18817,0.16743,0.11948,1.86156,3.41635,2.17352,0.0002476,0.0002476,0.0002476
40,4305.34,1.15329,1.95632,1.48357,0.21633,0.26093,0.17263,0.12223,1.79642,3.19588,2.0542,0.0002278,0.0002278,0.0002278
41,4412.97,1.04366,2.15119,1.5057,0.25519,0.2037,0.15533,0.10665,1.80535,3.16979,2.03137,0.000208,0.000208,0.000208
42,4516.89,1.01904,2.08441,1.481,0.23312,0.27133,0.16488,0.11757,1.75266,3.06985,1.98807,0.0001882,0.0001882,0.0001882
43,4650.41,1.00888,2.05821,1.47185,0.26249,0.27658,0.18112,0.12785,1.77765,3.15345,2.01036,0.0001684,0.0001684,0.0001684
44,4765.77,1.0151,1.98043,1.4774,0.27496,0.26368,0.18095,0.13147,1.80949,3.24449,2.05021,0.0001486,0.0001486,0.0001486
45,4891.82,0.95,1.85027,1.43561,0.33312,0.26084,0.19144,0.14089,1.80553,3.20015,2.03492,0.0001288,0.0001288,0.0001288
46,5002.36,0.97602,1.8606,1.42696,0.3418,0.25899,0.18167,0.13105,1.78378,3.1916,1.99006,0.000109,0.000109,0.000109
47,5114.46,0.9043,1.84732,1.38062,0.35397,0.20028,0.17727,0.13017,1.77895,3.19961,1.98502,8.92e-05,8.92e-05,8.92e-05
48,5227.39,0.92471,1.77287,1.40059,0.33676,0.23915,0.17549,0.13049,1.80227,3.22446,2.02537,6.94e-05,6.94e-05,6.94e-05
49,5338.2,0.94558,1.7963,1.38576,0.27357,0.24775,0.16795,0.12536,1.8132,3.26564,2.02999,4.96e-05,4.96e-05,4.96e-05
50,5448.63,0.93624,1.77717,1.42057,0.42893,0.21995,0.18747,0.14111,1.80207,3.23451,2.02845,2.98e-05,2.98e-05,2.98e-05
